nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Henrique Vargas,348.126.970-69,Barbosa do Galho,RR,3731634620,2025-05-20,579.4,88028.17,Sr. Luiz Otávio Costa,Ativa,Invalidez Permanente,15268.156,Morte Acidental,41224.0212,Auxílio Funeral,610.72624,152681.56
Marcelo Barbosa,793.286.415-19,Fernandes da Prata,SC,6886183099,2023-10-11,690.67,255239.22,Igor Oliveira,Cancelada,Diária por Incapacidade,37.753478,Morte Natural,41528.8258,Doenças Graves,9438.3695,188767.39
Sr. José Miguel Peixoto,194.863.720-04,Pastor das Pedras,DF,6872253892,2023-04-07,109.05,292423.47,Srta. Maysa Freitas,Cancelada,Invalidez Permanente,60256.646,Auxílio Funeral,2410.26584,Morte Acidental,162692.9442,602566.46
Gael Alves,830.625.791-02,Garcia,RS,4800844371,2025-10-12,210.43,361195.55,Sra. Maria Isis Montenegro,Ativa,Diária por Incapacidade,30.461096,Invalidez Permanente,15230.548,Auxílio Funeral,609.22192,152305.48
Théo Garcia,214.387.609-22,Ramos do Campo,MS,1026497661,2025-05-31,228.66,108059.43,Raul da Rocha,Ativa,Doenças Graves,5302.9445,Morte Acidental,28635.9003,Auxílio Funeral,424.23556,106058.89
Lorenzo Marques,647.135.928-46,Dias,SC,87343758,2025-09-24,986.8,118893.02,Théo Alves,Ativa,Morte Natural,30116.3236,Morte Acidental,36960.9426,Invalidez Permanente,13689.238,136892.38
Dr. José Pedro Câmara,605.317.942-61,Cirino,MT,3765026569,2023-05-29,240.54,147322.64,Otto Santos,Ativa,Doenças Graves,9047.694,Invalidez Permanente,18095.388,Morte Natural,39809.8536,180953.88
Srta. Nina Silveira,613.874.502-71,Rocha do Campo,RR,7766741875,2025-06-12,360.97,455866.89,Srta. Alícia Gonçalves,Ativa,Doenças Graves,5777.471,Auxílio Funeral,462.19768,Morte Acidental,31198.3434,115549.42
Fernando Mendonça,752.640.319-16,Macedo do Norte,PR,8886794929,2023-08-27,776.72,493654.47,Srta. Maria Clara Cavalcante,Ativa,Doenças Graves,5451.2785,Auxílio Funeral,436.10228,Morte Acidental,29436.9039,109025.57
Heloisa Almeida,083.625.471-62,da Luz,BA,7936950223,2025-06-12,563.15,263751.34,Srta. Caroline Carvalho,Suspensa,Invalidez Permanente,13412.574,Doenças Graves,6706.287,Auxílio Funeral,536.50296,134125.74
Luana Andrade,940.635.812-33,Camargo,TO,7120398201,2023-04-17,310.65,64225.72,Thiago Siqueira,Ativa,Morte Acidental,16973.5689,Auxílio Funeral,251.46028,Morte Natural,13830.3154,62865.07
Anthony Gabriel da Conceição,873.925.016-40,Marques,DF,6657421110,2024-08-23,623.41,489787.79,Dr. Liam Brito,Cancelada,Auxílio Funeral,754.56884,Morte Natural,41501.2862,Doenças Graves,9432.1105,188642.21
Maitê Cirino,041.682.573-71,Pinto,MT,7621962197,2024-10-17,541.94,401466.85,Davi Lucca Borges,Suspensa,Morte Acidental,17867.2716,Diária por Incapacidade,13.235016,Doenças Graves,3308.754,66175.08
Otto Cirino,504.927.631-43,Fernandes,MG,4436350176,2025-06-17,947.02,347326.15,Kamilly Vargas,Ativa,Doenças Graves,6468.6165,Morte Acidental,34930.5291,Invalidez Permanente,12937.233,129372.33
Cauê Cavalcanti,318.957.260-77,Moraes da Mata,MT,8844882333,2024-02-26,177.54,452711.37,Isaque Borges,Cancelada,Auxílio Funeral,260.9038,Morte Natural,14349.709,Morte Acidental,17611.0065,65225.95
Ana Luiza Silveira,149.358.076-01,Sousa,MS,7369516189,2025-08-21,996.03,323128.68,Marina Andrade,Ativa,Doenças Graves,30691.6805,Morte Acidental,165735.0747,Invalidez Permanente,61383.361,613833.61
Davi Lucca Cunha,054.296.781-20,Jesus,MG,9087914387,2025-10-18,680.06,300645.49,Gabriel Campos,Ativa,Doenças Graves,9091.1165,Diária por Incapacidade,36.364466,Auxílio Funeral,727.28932,181822.33
Davi Luiz Novais,837.195.420-41,Costa,SC,5123613351,2025-03-27,245.29,101336.51,Maria Julia Câmara,Ativa,Morte Natural,32430.343,Diária por Incapacidade,29.48213,Invalidez Permanente,14741.065,147410.65
Daniel Almeida,921.374.058-14,Montenegro de Guerra,ES,6097389625,2023-03-19,284.05,172055.94,Benjamin Costela,Suspensa,Auxílio Funeral,200.71072,Diária por Incapacidade,10.035536,Doenças Graves,2508.884,50177.68
Apollo Leão,309.572.418-79,Barros,GO,6658925535,2025-07-02,451.78,292105.85,Yuri Correia,Ativa,Doenças Graves,3010.5315,Morte Natural,13246.3386,Morte Acidental,16256.8701,60210.63
Sra. Kamilly Silveira,671.935.248-28,Sá Verde,SC,5277841799,2025-03-21,994.94,490350.47,Juliana Lima,Ativa,Auxílio Funeral,269.33272,Morte Natural,14813.2996,Doenças Graves,3366.659,67333.18
Kevin Alves,286.459.037-92,Viana Grande,PA,3396580730,2024-07-30,189.67,190929.75,Sofia Dias,Ativa,Morte Natural,18911.6136,Diária por Incapacidade,17.192376,Doenças Graves,4298.094,85961.88
Nicole Rodrigues,854.317.269-19,Jesus,RO,7525566569,2024-10-28,726.36,100819.92,Dra. Ísis Fernandes,Suspensa,Morte Acidental,27204.0903,Doenças Graves,5037.7945,Diária por Incapacidade,20.151178,100755.89
Igor Azevedo,621.903.584-42,Souza da Praia,TO,2680343959,2023-08-27,491.91,473200.29,Dr. Thiago Vieira,Suspensa,Invalidez Permanente,10898.475,Auxílio Funeral,435.939,Morte Natural,23976.645,108984.75
Gabriel Aragão,168.350.427-53,Castro Alegre,RJ,5560928806,2025-05-07,106.98,397396.67,Zoe Pereira,Ativa,Diária por Incapacidade,18.540124,Morte Acidental,25029.1674,Auxílio Funeral,370.80248,92700.62
Dra. Maria Luísa Silva,801.237.495-14,Marques de Azevedo,PI,8492743559,2025-08-19,114.98,80147.02,Sr. Otávio da Costa,Ativa,Auxílio Funeral,706.74304,Morte Natural,38870.8672,Invalidez Permanente,17668.576,176685.76
Sr. Leonardo Rodrigues,372.650.891-03,da Conceição do Norte,SC,7667905211,2024-09-19,722.07,222153.34,Melina Fonseca,Suspensa,Doenças Graves,36566.771,Morte Natural,160893.7924,Auxílio Funeral,2925.34168,731335.42
Thiago Melo,642.738.105-90,Silva,MA,6256729930,2024-09-05,430.17,341259.89,Júlia da Mota,Ativa,Doenças Graves,26744.396,Diária por Incapacidade,106.977584,Auxílio Funeral,2139.55168,534887.92
Ana Beatriz da Rocha,530.879.214-32,Lopes,PE,8374511491,2023-12-04,269.64,341380.04,Srta. Carolina Teixeira,Ativa,Doenças Graves,3697.1155,Morte Natural,16267.3082,Invalidez Permanente,7394.231,73942.31
Yago Freitas,720.954.638-38,da Conceição de Vargas,AM,4780419163,2024-01-23,172.97,122712.2,Agatha Aparecida,Ativa,Doenças Graves,33862.401,Diária por Incapacidade,135.449604,Morte Natural,148994.5644,677248.02
Sarah Farias,875.390.162-21,Albuquerque,AM,16456463,2023-09-14,127.03,167918.74,Ana Júlia Freitas,Ativa,Morte Acidental,39375.4689,Doenças Graves,7291.7535,Invalidez Permanente,14583.507,145835.07
Davi Luiz Farias,934.128.065-60,Montenegro,RR,3792379807,2023-03-22,367.59,133151.98,Camila Rodrigues,Ativa,Invalidez Permanente,82635.81,Morte Natural,181798.782,Doenças Graves,41317.905,826358.1
Carolina Costa,698.421.035-60,Martins,AM,8030274204,2025-07-29,229.77,181420.36,Luigi Ribeiro,Ativa,Morte Acidental,14560.9191,Invalidez Permanente,5392.933,Auxílio Funeral,215.71732,53929.33
Alice Rezende,873.421.509-32,Moura,PB,2966614183,2023-12-05,197.17,431542.87,Brayan Cunha,Ativa,Auxílio Funeral,733.45972,Diária por Incapacidade,36.672986,Morte Acidental,49508.5311,183364.93
Lívia da Conceição,031.725.496-07,Azevedo,RS,570917980,2023-07-30,518.97,115354.07,João Gabriel Rezende,Ativa,Diária por Incapacidade,11.642134,Invalidez Permanente,5821.067,Morte Natural,12806.3474,58210.67
Anthony Jesus,863.024.715-08,Caldeira da Praia,MA,7688266654,2024-09-26,812.34,140765.51,Sra. Olivia Montenegro,Suspensa,Diária por Incapacidade,13.91349,Invalidez Permanente,6956.745,Morte Acidental,18783.2115,69567.45
José Pedro Moura,901.627.435-99,Moreira,MS,834747937,2025-10-03,547.47,250074.86,Bryan Porto,Ativa,Diária por Incapacidade,29.179984,Morte Acidental,39392.9784,Invalidez Permanente,14589.992,145899.92
Dra. Emilly Nunes,139.286.740-13,Campos de Vargas,GO,4932359282,2025-01-03,405.13,224571.51,Dr. Ravi Lucca Nunes,Ativa,Diária por Incapacidade,15.876022,Doenças Graves,3969.0055,Auxílio Funeral,317.52044,79380.11
Dante Camargo,127.658.409-11,Cassiano,PR,4801302973,2025-09-20,243.46,249780.64,Sr. Kevin da Cruz,Ativa,Diária por Incapacidade,33.043348,Invalidez Permanente,16521.674,Doenças Graves,8260.837,165216.74
Luísa Pires,859.316.274-64,Cassiano,AM,2494922461,2022-11-23,795.64,362520.35,Eloá Rios,Cancelada,Diária por Incapacidade,141.016812,Morte Acidental,190372.6962,Invalidez Permanente,70508.406,705084.06
Bella Dias,834.197.205-05,da Rocha Alegre,RS,7517865697,2023-12-25,145.88,223667.21,Vicente Aparecida,Ativa,Invalidez Permanente,63479.782,Diária por Incapacidade,126.959564,Doenças Graves,31739.891,634797.82
Dr. Leonardo Cassiano,584.061.972-85,Nunes,GO,7903468764,2023-08-15,140.09,329451.84,Ana Laura Garcia,Ativa,Morte Acidental,28986.3441,Diária por Incapacidade,21.471366,Invalidez Permanente,10735.683,107356.83
Cauê Marques,302.416.987-31,Cassiano,SP,8098431685,2024-10-12,298.31,429511.35,Srta. Bianca Cardoso,Ativa,Morte Acidental,23839.2018,Invalidez Permanente,8829.334,Diária por Incapacidade,17.658668,88293.34
Dom Carvalho,052.894.736-29,Brito,MS,1512599524,2023-12-14,757.3,282924.4,Igor Dias,Ativa,Invalidez Permanente,73771.64,Diária por Incapacidade,147.54328,Doenças Graves,36885.82,737716.4
Srta. Manuella Martins,578.092.314-05,Pastor do Norte,PR,3435099516,2025-01-14,249.56,367890.53,José Miguel da Cruz,Ativa,Diária por Incapacidade,13.22367,Doenças Graves,3305.9175,Auxílio Funeral,264.4734,66118.35
Marcos Vinicius Moraes,584.209.137-23,Camargo das Pedras,MS,3884904322,2023-08-04,887.52,168792.31,Luana Castro,Suspensa,Morte Natural,40865.1562,Morte Acidental,50152.6917,Doenças Graves,9287.5355,185750.71
Catarina Duarte,279.410.853-05,Novaes,AC,4517161987,2022-11-04,982.55,44955.2,Heloísa Mendonça,Suspensa,Morte Natural,37559.7728,Invalidez Permanente,17072.624,Doenças Graves,8536.312,170726.24
Milena da Luz,809.764.152-67,Novaes de Rocha,MT,2934692578,2024-02-17,559.57,261802.04,Dra. Lívia Lima,Ativa,Diária por Incapacidade,14.180122,Morte Acidental,19143.1647,Invalidez Permanente,7090.061,70900.61
Olívia Porto,643.825.097-00,Montenegro de Minas,SC,334651790,2025-06-18,707.88,109872.92,Isabelly Marques,Suspensa,Auxílio Funeral,465.63644,Invalidez Permanente,11640.911,Diária por Incapacidade,23.281822,116409.11
Clarice Correia,296.835.701-86,Rios,AC,7530759330,2025-06-02,798.35,498747.7,Dr. Henry Gabriel Duarte,Ativa,Morte Acidental,20103.6924,Diária por Incapacidade,14.891624,Invalidez Permanente,7445.812,74458.12
Gael Henrique Sales,153.076.924-80,Novais da Praia,RJ,1625586595,2022-12-06,647.67,144767.64,Rebeca Silveira,Ativa,Morte Natural,30044.5332,Doenças Graves,6828.303,Diária por Incapacidade,27.313212,136566.06
Sara Cavalcante,901.264.537-99,Costa da Mata,CE,3897436017,2023-09-12,670.26,51932.41,Sra. Agatha da Rosa,Ativa,Doenças Graves,29298.376,Diária por Incapacidade,117.193504,Morte Natural,128912.8544,585967.52
Isis Nascimento,150.297.864-49,Novaes,MG,5513015856,2024-02-08,496.5,320069.66,Dra. Milena Vasconcelos,Ativa,Morte Acidental,16686.8451,Morte Natural,13596.6886,Auxílio Funeral,247.21252,61803.13
Arthur Cavalcanti,328.507.496-56,Câmara Paulista,RO,2678100708,2023-09-23,707.24,356829.62,Anna Liz da Cunha,Ativa,Diária por Incapacidade,27.555092,Invalidez Permanente,13777.546,Morte Natural,30310.6012,137775.46
José Miguel Vasconcelos,790.264.513-34,Pinto do Sul,PI,7963714129,2023-03-31,543.21,304411.94,Carlos Eduardo Albuquerque,Ativa,Invalidez Permanente,16970.613,Doenças Graves,8485.3065,Morte Acidental,45820.6551,169706.13
Noah da Rosa,954.082.617-94,Santos de Minas,GO,6366957369,2024-02-15,971.91,434463.08,Dr. Mateus Mendonça,Ativa,Diária por Incapacidade,158.291206,Morte Natural,174120.3266,Doenças Graves,39572.8015,791456.03
Enrico Marques,637.890.425-10,Pires,TO,3750609129,2023-02-14,983.56,207484.22,Hadassa Freitas,Ativa,Doenças Graves,6817.4635,Morte Acidental,36814.3029,Invalidez Permanente,13634.927,136349.27
Zoe Caldeira,736.154.809-10,Montenegro,PE,7189349700,2024-08-12,233.33,498095.7,Sr. Cauã Pinto,Cancelada,Morte Acidental,40817.9061,Doenças Graves,7558.8715,Invalidez Permanente,15117.743,151177.43
Gael Rocha,817.536.240-53,Novaes da Serra,PB,2546403823,2023-07-02,586.4,118476.96,Ana Luiza Siqueira,Ativa,Auxílio Funeral,352.33392,Doenças Graves,4404.174,Invalidez Permanente,8808.348,88083.48
Dra. Isabella Brito,193.274.086-40,Souza do Norte,PB,925098139,2023-06-29,861.14,223787.59,Ravi Vieira,Ativa,Morte Acidental,30032.2701,Morte Natural,24470.7386,Doenças Graves,5561.5315,111230.63
Evelyn Pimenta,238.950.617-86,Moraes da Prata,PR,1404366719,2023-10-29,614.13,343912.73,Ester Lopes,Ativa,Diária por Incapacidade,33.784866,Morte Natural,37163.3526,Auxílio Funeral,675.69732,168924.33
Rafael Machado,509.731.284-88,Nascimento,PB,7534223430,2023-07-02,954.06,89717.49,Rafaela da Conceição,Ativa,Invalidez Permanente,12926.668,Auxílio Funeral,517.06672,Morte Natural,28438.6696,129266.68
Pedro Henrique da Costa,951.372.046-25,Pacheco,RS,946821294,2024-04-07,372.84,489614.21,Marcelo Nascimento,Ativa,Morte Natural,34563.2232,Invalidez Permanente,15710.556,Diária por Incapacidade,31.421112,157105.56
Yago Novais,781.240.593-14,da Conceição,AP,6524458129,2024-01-28,696.45,44009.19,Alice Guerra,Ativa,Morte Natural,23511.1888,Morte Acidental,28854.6408,Invalidez Permanente,10686.904,106869.04
Maria Fernanda Macedo,435.901.827-41,Araújo,AM,6732189635,2022-12-23,722.44,392680.27,Jade Câmara,Ativa,Morte Natural,41390.5822,Auxílio Funeral,752.55604,Doenças Graves,9406.9505,188139.01
Sra. Maria Flor Oliveira,950.168.427-01,Gomes,PE,9650729414,2025-10-27,793.4,18434.13,Enrico da Cunha,Ativa,Doenças Graves,33666.6925,Invalidez Permanente,67333.385,Auxílio Funeral,2693.3354,673333.85
Dra. Sara Costa,465.138.970-84,Andrade de Goiás,PR,6578387280,2024-12-11,755.45,383671.07,Luiza Lopes,Ativa,Invalidez Permanente,18233.189,Morte Natural,40113.0158,Doenças Graves,9116.5945,182331.89
Ana Júlia Lopes,769.258.341-28,Almeida,PI,6147497402,2024-02-08,785.04,353152.28,Augusto Abreu,Ativa,Invalidez Permanente,12859.399,Auxílio Funeral,514.37596,Morte Acidental,34720.3773,128593.99
Raul Novaes,309.724.561-80,Sousa,RO,1956653058,2025-07-01,223.08,135189.3,Pedro Miguel Gonçalves,Cancelada,Auxílio Funeral,490.44948,Morte Natural,26974.7214,Doenças Graves,6130.6185,122612.37
Mariana Ferreira,682.907.145-30,Castro,ES,681363702,2024-10-05,854.64,170640.2,João Miguel Porto,Ativa,Doenças Graves,2926.14,Morte Acidental,15801.156,Auxílio Funeral,234.0912,58522.8
Sra. Maria Alice Porto,953.406.817-93,Fernandes da Praia,CE,268652056,2025-07-02,189.8,133991.44,Ana Vitória Pires,Cancelada,Doenças Graves,9031.637,Morte Natural,39739.2028,Invalidez Permanente,18063.274,180632.74
Srta. Isabella Viana,437.518.602-07,Camargo,PR,3798735295,2025-01-21,127.36,201730.09,Camila Teixeira,Suspensa,Doenças Graves,5892.8095,Diária por Incapacidade,23.571238,Invalidez Permanente,11785.619,117856.19
Ryan Sales,760.495.123-61,Camargo,MG,6720941981,2022-12-31,155.82,488289.49,Luigi da Paz,Suspensa,Morte Acidental,53703.2403,Invalidez Permanente,19890.089,Doenças Graves,9945.0445,198900.89
Srta. Maria Clara Macedo,492.765.083-92,Pacheco,MS,7890133382,2025-05-22,693.77,374608.74,Arthur Miguel Barbosa,Suspensa,Auxílio Funeral,379.35404,Doenças Graves,4741.9255,Diária por Incapacidade,18.967702,94838.51
Sr. Theo Mendonça,287.659.341-64,Vieira,MT,2976382196,2024-04-19,508.89,168629.66,Camila Aragão,Ativa,Invalidez Permanente,14014.793,Auxílio Funeral,560.59172,Doenças Graves,7007.3965,140147.93
Kamilly Melo,537.149.086-84,Nascimento das Pedras,RO,9936905954,2023-12-08,355.27,52839.89,Olivia da Costa,Ativa,Auxílio Funeral,639.71376,Morte Natural,35184.2568,Doenças Graves,7996.422,159928.44
Eduardo Aragão,625.739.810-02,Cirino,MG,7601166017,2023-06-24,947.82,327380.01,Luara Marques,Cancelada,Auxílio Funeral,236.76112,Morte Natural,13021.8616,Invalidez Permanente,5919.028,59190.28
Cauã Camargo,649.103.275-25,Camargo,MT,4245681583,2024-12-15,356.27,328611.27,Dra. Ester Moura,Ativa,Auxílio Funeral,3032.20268,Invalidez Permanente,75805.067,Morte Acidental,204673.6809,758050.67
Paulo Guerra,365.724.018-71,Melo,PB,7323898777,2025-08-02,578.02,70631.05,Dr. Otto Ribeiro,Ativa,Auxílio Funeral,555.02732,Morte Acidental,37464.3441,Doenças Graves,6937.8415,138756.83
Dr. José Abreu,389.560.742-83,Machado,CE,6900729315,2024-11-22,569.18,486376.4,Sr. Anthony Gabriel Macedo,Ativa,Doenças Graves,9495.921,Invalidez Permanente,18991.842,Morte Natural,41782.0524,189918.42
Dr. Rodrigo da Costa,370.241.589-05,Carvalho Grande,RO,8538119300,2023-10-10,253.41,417872.68,Maysa da Paz,Suspensa,Invalidez Permanente,12584.906,Auxílio Funeral,503.39624,Morte Acidental,33979.2462,125849.06
Larissa Ribeiro,801.257.469-11,Camargo,ES,8889360996,2024-01-15,724.23,106165.87,Rebeca Marques,Cancelada,Morte Acidental,37636.2342,Invalidez Permanente,13939.346,Auxílio Funeral,557.57384,139393.46
Vinícius Cavalcante,871.249.560-30,Gonçalves,ES,3901263274,2023-07-26,844.38,185469.72,Mirella Melo,Suspensa,Morte Acidental,49163.6196,Invalidez Permanente,18208.748,Morte Natural,40059.2456,182087.48
Melina Gonçalves,921.875.304-50,Marques,AM,5297041324,2025-01-02,568.82,458137.9,Hellena Campos,Ativa,Invalidez Permanente,12714.222,Morte Acidental,34328.3994,Doenças Graves,6357.111,127142.22
Heloísa Pimenta,856.730.214-53,Lopes,PE,8413781058,2023-01-20,795.29,309738.76,Vitor Gabriel Cirino,Cancelada,Doenças Graves,4552.257,Morte Natural,20029.9308,Morte Acidental,24582.1878,91045.14
Ana Cecília da Costa,186.329.450-33,Novaes de Silva,MT,5105622901,2024-10-18,918.56,401145.27,Pedro Lucas Moura,Ativa,Morte Natural,40802.3418,Diária por Incapacidade,37.093038,Invalidez Permanente,18546.519,185465.19
Alícia Nascimento,801.275.693-59,da Cruz,AL,1547141672,2025-08-27,857.13,335123.83,Nicole Borges,Cancelada,Morte Acidental,214287.8733,Invalidez Permanente,79365.879,Diária por Incapacidade,158.731758,793658.79
Isis Pereira,295.806.134-51,Pereira de Montenegro,RS,9215212121,2024-07-31,517.88,20297.47,Alexia da Luz,Suspensa,Morte Natural,15215.4486,Auxílio Funeral,276.64452,Morte Acidental,18673.5051,69161.13
Cauã Macedo,946.571.832-73,Sampaio,AM,5257744819,2023-09-13,192.79,221500.34,Felipe Montenegro,Cancelada,Diária por Incapacidade,25.019246,Auxílio Funeral,500.38492,Doenças Graves,6254.8115,125096.23
Evelyn Nascimento,743.890.125-41,Sales,MG,4266151407,2024-06-21,426.68,45787.68,Ágatha Silva,Cancelada,Diária por Incapacidade,10.616776,Morte Natural,11678.4536,Doenças Graves,2654.194,53083.88
Murilo Lopes,936.754.128-73,Ribeiro,RN,9135853160,2023-06-15,845.78,24427.55,Nina da Costa,Cancelada,Diária por Incapacidade,28.515064,Morte Natural,31366.5704,Morte Acidental,38495.3364,142575.32
Elisa Pereira,263.451.789-00,Macedo,MG,7782647298,2025-07-23,782.46,242414.06,Gabriel Barbosa,Ativa,Invalidez Permanente,15427.555,Doenças Graves,7713.7775,Diária por Incapacidade,30.85511,154275.55
Cauã Pinto,621.839.057-86,Novaes,SP,7534433260,2024-10-14,936.91,28925.63,Alexia Teixeira,Suspensa,Auxílio Funeral,260.59888,Morte Acidental,17590.4244,Morte Natural,14332.9384,65149.72
Manuella da Conceição,604.287.139-04,Costela de Sales,PR,9959596561,2023-07-24,205.92,445433.54,Luiz Felipe Nogueira,Suspensa,Morte Acidental,48634.6761,Doenças Graves,9006.4215,Diária por Incapacidade,36.025686,180128.43
Bento Oliveira,978.163.245-37,Mendonça,TO,5051673011,2025-08-26,939.04,225301.93,Luana Cirino,Ativa,Invalidez Permanente,18250.918,Doenças Graves,9125.459,Morte Acidental,49277.4786,182509.18
Heitor da Mata,923.150.648-05,Duarte,RN,5385355973,2023-03-20,613.87,453540.6,Nicolas Gonçalves,Cancelada,Invalidez Permanente,17700.58,Auxílio Funeral,708.0232,Doenças Graves,8850.29,177005.8
Brenda Novais,924.781.063-96,Melo Grande,AL,4732605120,2023-12-10,891.01,426431.63,Aurora Sá,Suspensa,Auxílio Funeral,615.5354,Doenças Graves,7694.1925,Morte Natural,33854.447,153883.85
Sra. Isabella Aparecida,123.805.496-05,Farias de Leão,SC,192874771,2023-03-29,552.19,109285.77,Fernando Brito,Ativa,Diária por Incapacidade,24.263726,Morte Natural,26690.0986,Morte Acidental,32756.0301,121318.63
Isadora Ferreira,879.534.026-29,Nunes,SC,2630435917,2023-07-20,840.78,208573.98,Diego Araújo,Ativa,Doenças Graves,40150.3895,Diária por Incapacidade,160.601558,Morte Natural,176661.7138,803007.79
Camila Sá,986.542.317-00,Moreira Grande,PB,3646561286,2023-10-01,897.77,232331.14,João Melo,Ativa,Morte Natural,24750.6666,Diária por Incapacidade,22.500606,Doenças Graves,5625.1515,112503.03
Luana Albuquerque,654.307.218-08,Albuquerque de Goiás,PR,9165752910,2025-03-17,561.59,191615.62,Isaac Barros,Cancelada,Doenças Graves,3549.486,Morte Natural,15617.7384,Auxílio Funeral,283.95888,70989.72
Ana Laura Vieira,826.514.307-90,Silva do Norte,AM,1435223870,2023-11-27,379.28,205230.9,Vitória Albuquerque,Suspensa,Morte Acidental,25287.4656,Diária por Incapacidade,18.731456,Doenças Graves,4682.864,93657.28
Mariah da Conceição,143.950.268-42,Moreira,ES,3353253217,2025-10-27,470.56,66655.06,Esther Freitas,Suspensa,Doenças Graves,28164.043,Auxílio Funeral,2253.12344,Morte Acidental,152085.8322,563280.86
Brenda Pacheco,825.973.604-74,Câmara do Campo,PB,6219246674,2024-02-16,631.63,211775.12,Juan Machado,Ativa,Morte Acidental,25714.395,Diária por Incapacidade,19.0477,Auxílio Funeral,380.954,95238.5
Ana Luiza Novaes,764.138.025-53,Moreira,MG,2274367534,2023-03-16,164.15,294993.48,Luiz Miguel da Cunha,Ativa,Morte Acidental,32030.1513,Auxílio Funeral,474.52076,Diária por Incapacidade,23.726038,118630.19
Manuella Barros,952.687.430-74,Albuquerque de Gonçalves,AL,790790225,2023-06-16,784.81,295767.52,Luan da Mota,Cancelada,Auxílio Funeral,478.84428,Diária por Incapacidade,23.942214,Morte Acidental,32321.9889,119711.07
Julia Araújo,385.069.214-06,Silva do Galho,SC,77152321,2023-09-02,513.18,40704.98,Vitor Ribeiro,Ativa,Morte Acidental,42929.4681,Morte Natural,34979.5666,Diária por Incapacidade,31.799606,158998.03
Maria Julia Pires,208.475.693-65,Castro,PI,688514085,2025-02-15,312.73,121225.81,Rael Mendes,Ativa,Morte Acidental,46641.1041,Morte Natural,38003.8626,Auxílio Funeral,690.97932,172744.83
Sr. Rodrigo Monteiro,941.570.283-41,Moreira,AL,8748953641,2023-03-27,561.04,296576.53,Amanda Mendes,Suspensa,Morte Natural,124500.7566,Diária por Incapacidade,113.182506,Doenças Graves,28295.6265,565912.53
Sr. Apollo Sousa,823.519.470-88,Pereira de Minas,PI,5466674478,2024-10-27,796.97,87102.89,Marcos Vinicius Souza,Suspensa,Morte Acidental,144446.0823,Morte Natural,117696.8078,Diária por Incapacidade,106.997098,534985.49
Vicente Souza,450.769.821-94,Peixoto de da Cunha,PI,5328551462,2024-07-28,921.13,336014.41,Theodoro Lopes,Ativa,Morte Natural,25550.4524,Diária por Incapacidade,23.227684,Auxílio Funeral,464.55368,116138.42
Asafe Pinto,261.793.854-91,Macedo,MA,4009272224,2024-05-13,325.49,28586.68,Alexandre Freitas,Cancelada,Morte Natural,22988.0464,Doenças Graves,5224.556,Morte Acidental,28212.6024,104491.12
Maria Clara Montenegro,659.807.321-95,Azevedo de Albuquerque,SC,7311646277,2024-12-12,793.22,333275.31,Dr. Arthur Cirino,Ativa,Invalidez Permanente,19494.286,Auxílio Funeral,779.77144,Diária por Incapacidade,38.988572,194942.86
Luiz Henrique Aparecida,391.724.806-96,Brito Grande,GO,9996306604,2025-06-17,522.6,306224.42,Leandro Câmara,Ativa,Morte Acidental,39163.6431,Morte Natural,31911.1166,Invalidez Permanente,14505.053,145050.53
Mariana Nogueira,695.783.120-59,Guerra Alegre,RS,8125294300,2025-06-04,508.92,224234.61,Mirella Mendonça,Ativa,Morte Natural,29720.966,Invalidez Permanente,13509.53,Auxílio Funeral,540.3812,135095.3
Isabelly Machado,046.918.752-20,Martins,PR,780845478,2023-10-01,737.79,217870.1,Lívia Cassiano,Ativa,Morte Acidental,223037.5284,Doenças Graves,41303.246,Invalidez Permanente,82606.492,826064.92
Dr. Henrique Sampaio,314.826.905-51,Teixeira de Sousa,AC,8230959130,2025-02-21,668.07,196479.13,Kevin Gonçalves,Ativa,Morte Natural,37499.5984,Morte Acidental,46022.2344,Doenças Graves,8522.636,170452.72
Hellena Rezende,638.405.279-29,Pacheco,ES,1274560282,2025-07-22,638.19,96158.79,Beatriz Sales,Suspensa,Morte Acidental,190643.9004,Doenças Graves,35304.426,Morte Natural,155339.4744,706088.52
José Miguel Jesus,027.954.381-60,Azevedo da Serra,AC,6283093801,2024-12-04,103.08,157595.96,Jade Albuquerque,Ativa,Doenças Graves,33733.895,Morte Acidental,182163.033,Auxílio Funeral,2698.7116,674677.9
Diogo Cirino,820.657.349-65,Albuquerque,AM,7026094401,2025-02-05,264.92,264519.12,Asafe Mendes,Ativa,Morte Acidental,26179.848,Morte Natural,21331.728,Diária por Incapacidade,19.39248,96962.4
Carlos Eduardo Guerra,498.126.350-33,Moura do Norte,RN,5052724062,2023-03-19,554.04,26592.27,Camila Monteiro,Ativa,Invalidez Permanente,13536.998,Doenças Graves,6768.499,Morte Natural,29781.3956,135369.98
Levi Leão,056.871.942-58,Correia,MG,1321768558,2024-12-21,913.37,311396.71,Srta. Maria Helena Carvalho,Cancelada,Auxílio Funeral,410.67676,Invalidez Permanente,10266.919,Diária por Incapacidade,20.533838,102669.19
