nome_segurado,tipo_sinistro,nome_beneficiario,valor_sinistro,quem_forma_beneficiados,status_seguro,regiao_sinistro
Bella Martins,Morte Acidental,Larissa Almeida,201263.16,Luiz Gustavo Melo,Negado,Lopes
Dr. Alexandre Abreu,Morte Acidental,Maria Campos,50041.64,Gabrielly Moura,Em análise,Farias Alegre
Murilo Sampaio,Morte Acidental,Mariah Costa,76241.58,Camila Ribeiro,Em análise,Fernandes de Minas
Sara Moura,Morte Acidental,Murilo Castro,303973.02,Dra. Rebeca da Cunha,Negado,Ramos
Sra. Marcela Pacheco,Invalidez Permanente,Vinícius Vargas,34070.39,Renan das Neves,Em análise,Gomes das Flores
Guilherme Novais,Morte Acidental,Oliver Moura,47421.29,Laís Gonçalves,Pago,Rocha
Francisco Sousa,Morte Acidental,Marcela Pinto,21649.74,Marcos Vinicius Abreu,Em análise,Andrade da Prata
Dr. Calebe da Cruz,Morte Acidental,Luana Monteiro,31735.2,Lara Alves,Pago,Abreu de Montenegro
Mariana Melo,Morte Acidental,Srta. Vitória Azevedo,80806.77,Dra. Daniela Sá,Negado,Fogaça
Alexandre Aparecida,Doença Grave,Yan Silveira,455212.85,Isis Siqueira,Em análise,da Cunha de Goiás
Dr. Thiago Barros,Invalidez Permanente,Liz Cunha,26692.85,Paulo Fonseca,Pago,Souza
Bárbara Sales,Invalidez Permanente,Lívia Sampaio,12698.64,Sra. Bárbara da Cunha,Negado,Costela das Flores
Lucas Gabriel Novaes,Morte Acidental,Lara Barbosa,77461.38,Liam Pereira,Em análise,Silveira de Goiás
Ana Vitória Andrade,Invalidez Permanente,Ravi Lucca Santos,82609.42,João Pedro da Paz,Pago,Pimenta
Sr. Henry Gabriel Mendonça,Invalidez Permanente,Vicente Lopes,85747.67,Gustavo Duarte,Negado,Caldeira do Campo
Rhavi Pacheco,Invalidez Permanente,Sara Campos,53920.07,Mirella da Cunha,Pago,Pinto da Prata
Maysa Lima,Invalidez Permanente,Alana Porto,20242.45,Paulo Sousa,Em análise,Cavalcante Paulista
Antonella Santos,Morte Acidental,Levi Costa,380782.05,Maria Alice Sales,Negado,Montenegro
Cecilia Araújo,Morte Acidental,Sra. Ana Laura Teixeira,358136.9,Dra. Sabrina Rodrigues,Em análise,Barbosa de Fonseca
Heloisa Farias,Morte Acidental,Danilo Correia,10201.31,Hadassa Oliveira,Negado,Pacheco de Ferreira
Leonardo Carvalho,Morte Acidental,Isadora Melo,79657.45,Benjamin Mendes,Em análise,Sales
Joana da Rosa,Invalidez Permanente,Renan Pacheco,478463.23,João Guilherme Correia,Em análise,Borges de Fonseca
Léo Sampaio,Invalidez Permanente,Allana Novais,465181.04,Maria Julia Pacheco,Pago,Rocha
Luiz Miguel da Cruz,Morte Acidental,João Vitor Souza,66784.07,Srta. Manuela Freitas,Em análise,Camargo
Ana Liz Brito,Invalidez Permanente,Luiz Felipe das Neves,15230.65,Joana Teixeira,Em análise,das Neves do Amparo
Sr. Yuri Gomes,Invalidez Permanente,Luiz Otávio Mendonça,45071.0,Asafe da Cunha,Pago,Cirino de Minas
Apollo Macedo,Doença Grave,Kamilly da Rocha,14351.34,Srta. Isabelly Almeida,Negado,da Conceição do Campo
Dr. José Pedro Pacheco,Morte Acidental,Luana Viana,33445.26,Bruno Camargo,Negado,Vasconcelos
Lorena Ribeiro,Doença Grave,Caroline Cavalcante,53293.02,Nicolas Pires,Pago,Campos
Melissa Cavalcanti,Invalidez Permanente,Dr. Bryan Pacheco,92673.93,Maria Helena Silva,Em análise,Santos
Emanuelly Garcia,Invalidez Permanente,Luiz Miguel da Conceição,344880.51,Matheus Vasconcelos,Negado,Ferreira
Joaquim Borges,Morte Acidental,Leandro da Costa,41640.99,Ana Laura Barbosa,Em análise,Viana
Helena Costela,Invalidez Permanente,Thomas Silveira,497896.55,Dante da Rosa,Negado,da Luz do Amparo
Igor Fernandes,Morte Acidental,Sr. Dante da Luz,63952.48,Carlos Eduardo Freitas,Negado,Sampaio Grande
Sr. Samuel Mendes,Morte Acidental,Dr. Davi Luiz da Rosa,22082.16,Gael Nunes,Pago,Caldeira
Stella Guerra,Invalidez Permanente,Gael Henrique Pinto,86840.76,Isadora Castro,Em análise,Mendonça
Dante Siqueira,Invalidez Permanente,Aurora Costa,71375.35,Manuella Souza,Em análise,Araújo
Dr. Pietro Rios,Morte Acidental,Dr. Antônio Pimenta,42939.07,Elisa Camargo,Em análise,Lima
Eduarda Leão,Morte Acidental,Catarina da Cunha,440240.57,Sr. Ravi Andrade,Pago,Garcia
Sabrina Alves,Morte Acidental,Emanuel Farias,15779.21,Antonella Ramos,Em análise,Cunha de Minas
Laís da Paz,Invalidez Permanente,Bruna Casa Grande,47522.74,Marina Macedo,Em análise,Nogueira Grande
José Miguel Gonçalves,Morte Acidental,Dr. Murilo Vasconcelos,43678.45,Yuri Sousa,Negado,Aragão de Sousa
Stephany Machado,Doença Grave,Dr. Rael Martins,35000.44,Francisco Ferreira,Pago,Azevedo de Viana
Dr. Antony Melo,Invalidez Permanente,Dr. Luiz Felipe da Cunha,33764.81,Bernardo Melo,Em análise,Ramos de Pastor
Paulo Albuquerque,Morte Acidental,Vinícius Cassiano,37953.49,Igor Cavalcanti,Pago,Azevedo do Amparo
Bianca da Luz,Morte Acidental,Isabel Carvalho,12203.91,Sra. Alana Vargas,Em análise,Mendonça
Isaque Caldeira,Morte Acidental,João Vitor Nascimento,247634.77,Ana Laura Ferreira,Em análise,Martins do Sul
Gustavo Rocha,Invalidez Permanente,Gabrielly Vargas,41060.58,Laís Camargo,Pago,Fogaça de Araújo
Heloísa Cassiano,Morte Acidental,Murilo Araújo,91620.58,Liam Mendonça,Em análise,Lima do Campo
Aurora Vargas,Morte Acidental,Maria Júlia Casa Grande,472354.8,Vitor Moreira,Em análise,Barros de Vasconcelos
Arthur Melo,Invalidez Permanente,Letícia Porto,22394.17,Luigi Montenegro,Negado,Lima da Mata
Maria Luísa Souza,Morte Acidental,Eloá Sousa,357658.08,Srta. Alexia da Cruz,Em análise,da Mota
Benicio Novaes,Morte Acidental,Marcela Azevedo,447157.42,Ana Lívia Pastor,Em análise,Abreu
Ísis Moreira,Morte Acidental,Oliver Sampaio,88549.57,Lívia Rocha,Pago,Porto
Vitória Peixoto,Morte Acidental,Dr. Breno das Neves,53234.4,Lara da Costa,Em análise,Novais
Matheus Gomes,Morte Acidental,Sophie Sampaio,85441.53,Letícia Peixoto,Negado,Ribeiro de Minas
Dr. Francisco Pereira,Invalidez Permanente,João Felipe Cavalcante,64861.3,Dra. Maria Liz Caldeira,Pago,da Cruz
Anthony Fernandes,Morte Acidental,Maria Cecília Sales,65095.61,Benjamim Sampaio,Em análise,Gonçalves
Jade Vasconcelos,Doença Grave,Gabriel Dias,31149.72,Bruna Camargo,Em análise,Cassiano
Sara Araújo,Invalidez Permanente,Maria Sophia Correia,55586.04,Augusto Rodrigues,Negado,Novais de Minas
Dom Cirino,Invalidez Permanente,Benicio Sampaio,477225.13,Kaique Martins,Em análise,Sampaio
Gael Henrique da Mata,Auxílio Funeral,Calebe Souza,478811.08,Rafaela Cunha,Negado,Porto dos Dourados
Luara Borges,Morte Acidental,Maria Cecília Monteiro,448657.35,Ian Cirino,Em análise,Garcia
Bella da Paz,Morte Acidental,Alícia Pires,56877.07,Pietra Silva,Pago,Aparecida
Lívia Oliveira,Morte Acidental,Luísa Peixoto,11391.38,Emanuel Fogaça,Em análise,da Mota
Cauã Cirino,Morte Acidental,Yan Lima,435907.76,Alícia Azevedo,Negado,Pires
Esther Alves,Morte Acidental,Clara Costela,69121.0,Francisco Barbosa,Pago,Duarte de da Cunha
Léo Ferreira,Doença Grave,Thales Camargo,80042.47,Alexia Pereira,Pago,Azevedo Alegre
Luara Almeida,Morte Acidental,Carlos Eduardo Peixoto,23999.58,Dr. Leonardo Marques,Negado,Pires
Thomas Mendes,Morte Acidental,Dr. Cauê Garcia,81239.28,Dante Mendes,Pago,Ramos
Dra. Eduarda Aragão,Morte Acidental,Rafaela Porto,61658.07,Ana Vitória Almeida,Em análise,Machado do Galho
Gustavo Cavalcanti,Invalidez Permanente,Giovanna Novaes,94452.91,Lorena Almeida,Negado,da Cruz
Levi Dias,Morte Acidental,Júlia Pereira,69089.95,Enrico Cavalcanti,Negado,da Mota da Prata
Léo da Luz,Auxílio Funeral,Ana Sophia Andrade,89761.88,Maria Isis Sá,Negado,Barros
Sophia da Paz,Morte Acidental,Lorenzo Teixeira,16093.75,Catarina Correia,Negado,Marques da Serra
Manuella Moreira,Doença Grave,Dr. Vicente da Cruz,39342.95,Antônio da Costa,Pago,Cavalcanti
Maria Eduarda Porto,Invalidez Permanente,Zoe Pacheco,54015.42,Alícia Rezende,Pago,Rezende
Mirella da Costa,Invalidez Permanente,Antony Cunha,467274.45,Pedro Lucas Moraes,Em análise,Novaes dos Dourados
Marcelo Rios,Morte Acidental,Pietro Fernandes,82831.75,Dr. Valentim Viana,Em análise,Barbosa
Enzo Gabriel Cassiano,Morte Acidental,Gabrielly Rezende,460721.82,Sr. Lorenzo Nogueira,Negado,Albuquerque
Luiz Gustavo Siqueira,Morte Acidental,Marcela Correia,47603.93,Gael Henrique Rios,Pago,Brito
Lunna Fonseca,Morte Acidental,Ester Fernandes,257677.85,Calebe Casa Grande,Negado,Cavalcanti
Agatha da Paz,Morte Acidental,Sr. Heitor Monteiro,44638.64,Manuella Aparecida,Negado,Guerra
Sophia da Rosa,Morte Acidental,Yago Freitas,43391.51,Nina Leão,Pago,Araújo
Nina Duarte,Auxílio Funeral,Benjamim Guerra,405772.5,Liz Silveira,Em análise,Sá do Norte
João Miguel Moura,Morte Acidental,Dr. Isaac da Mata,86237.49,Benicio da Rocha,Em análise,Cunha
Theodoro Novaes,Doença Grave,Dra. Mariana Campos,282641.36,Sr. Rafael Azevedo,Negado,Moraes do Amparo
Sra. Luísa Correia,Invalidez Permanente,Ravi Peixoto,13119.5,Gabriel da Cruz,Negado,Sampaio do Galho
Henry da Paz,Invalidez Permanente,Emanuelly da Mota,24460.7,Nicole Carvalho,Negado,Vieira da Serra
Luiza Sousa,Morte Acidental,Gabriel Carvalho,30941.08,Liz Machado,Em análise,Leão
Isis Nascimento,Invalidez Permanente,Leandro Novais,12205.07,Milena da Cruz,Em análise,Sousa
Dr. Benjamin Pacheco,Morte Acidental,Juliana Macedo,25323.66,Yago Dias,Negado,Machado
Dra. Marina Pastor,Morte Acidental,Mariane Câmara,58989.94,Dra. Ester da Cunha,Em análise,Martins da Mata
Emanuel Costela,Morte Acidental,Bernardo Nunes,478058.6,Zoe Almeida,Negado,Castro das Pedras
Sr. Luiz Felipe Rezende,Auxílio Funeral,Felipe Gonçalves,28722.67,Luan Sampaio,Pago,Nogueira
Dr. Luiz Henrique Siqueira,Auxílio Funeral,Helena da Conceição,22699.11,Léo Pinto,Pago,Albuquerque do Norte
Bella Vieira,Morte Acidental,Luiz Henrique Montenegro,384125.76,Dr. Henry Gabriel Câmara,Negado,Montenegro
Lucas Gabriel Abreu,Morte Acidental,Ayla Alves,99584.86,José Miguel Sales,Pago,Albuquerque
Fernando Lima,Auxílio Funeral,Maria Julia Casa Grande,32152.35,Caroline Fogaça,Pago,Porto
João Felipe Peixoto,Morte Acidental,Calebe Ribeiro,75036.7,Vinícius Mendonça,Em análise,Pimenta
Isabella Oliveira,Doença Grave,Felipe Camargo,45085.56,Olivia Gonçalves,Pago,Pimenta do Amparo
Hellena Pires,Auxílio Funeral,Carlos Eduardo Sá,20313.62,Aylla Montenegro,Em análise,Freitas de Martins
Lucca Jesus,Invalidez Permanente,Ana Lívia Monteiro,220057.39,Srta. Agatha Moura,Pago,Aragão
Maria Laura Pinto,Invalidez Permanente,Sarah da Mota,97438.24,Thales Siqueira,Negado,Albuquerque do Sul
Ana Aragão,Morte Acidental,Ester Silveira,76503.42,Sophia Aparecida,Em análise,Albuquerque de Rocha
Marcos Vinicius Farias,Doença Grave,Sra. Vitória Peixoto,82251.51,Pedro Lucas Ferreira,Pago,Moraes
Lunna da Paz,Morte Acidental,Emilly Carvalho,44051.27,Isabelly Macedo,Pago,Siqueira Alegre
Fernanda Andrade,Invalidez Permanente,Dra. Stephany Freitas,74233.94,João Felipe Santos,Pago,Gomes
Vitória Melo,Morte Acidental,Ágatha Castro,81827.33,Dra. Daniela Casa Grande,Em análise,Oliveira de Borges
Vicente Ferreira,Invalidez Permanente,Esther Lima,46382.82,Ana Clara Melo,Negado,Farias
Luiz Miguel Teixeira,Morte Acidental,Maria Clara Sousa,81640.06,Dr. Bernardo Monteiro,Negado,Casa Grande de Carvalho
Eduardo Alves,Invalidez Permanente,Danilo Marques,27171.75,Ravy Nunes,Negado,Duarte
Dr. Théo Costa,Morte Acidental,Dr. Davi Miguel Melo,239663.86,Daniel Camargo,Negado,Lima das Flores
Henry Gabriel Pereira,Auxílio Funeral,Manuela da Cruz,29475.47,Luísa Moura,Pago,Moura do Campo
Bárbara Lima,Morte Acidental,Milena Rocha,253367.88,Pedro Gomes,Em análise,da Luz de Peixoto
Noah Rocha,Doença Grave,Dr. Arthur Miguel Pires,257781.64,Isabella Costela,Pago,Freitas de Gomes
Ryan da Mata,Auxílio Funeral,Isis Azevedo,446087.84,Alexia Montenegro,Negado,Pimenta de Rocha
Benjamin Farias,Morte Acidental,Sr. Davi Miguel Leão,81754.04,Lívia Santos,Pago,Sales da Prata
Murilo Pimenta,Morte Acidental,Breno Pereira,78196.21,Mariane Vargas,Em análise,Jesus da Mata
Marcos Vinicius Vargas,Invalidez Permanente,Eduardo Santos,87884.56,Maya Pinto,Pago,Gonçalves do Norte
Dra. Ana Montenegro,Morte Acidental,Luiz Gustavo Rezende,13129.79,Sara Castro,Em análise,Vargas
Bruno Ferreira,Doença Grave,Ana Cecília Silveira,58287.15,Marcos Vinicius Freitas,Pago,Aparecida
Rael Ribeiro,Morte Acidental,Julia Viana,93006.06,Gabriel Duarte,Em análise,Rezende
Carolina Moreira,Invalidez Permanente,Sra. Isis Cirino,27416.02,Dr. Antônio Viana,Negado,Fernandes
Murilo Melo,Morte Acidental,Dra. Mirella Silveira,65008.35,Luiza da Luz,Em análise,Caldeira das Pedras
José Azevedo,Morte Acidental,João Vitor Monteiro,27349.84,Bruno Farias,Pago,Guerra do Norte
Davi Miguel Lima,Invalidez Permanente,Levi Caldeira,78175.93,Ana Liz Costa,Negado,Gomes
Felipe Albuquerque,Auxílio Funeral,Luna Dias,92154.79,Dom Santos,Pago,Montenegro
Ravy Peixoto,Doença Grave,Dra. Sofia Cirino,34156.71,Davi Lucas Silva,Pago,Nogueira do Amparo
João Vitor Barbosa,Morte Acidental,Lucca Araújo,40875.11,Dra. Carolina Carvalho,Em análise,Cavalcante
Dra. Lavínia Marques,Invalidez Permanente,Maria Liz Camargo,67904.95,Lunna das Neves,Pago,Araújo
Emanuella Nascimento,Auxílio Funeral,Lavínia Dias,380626.9,Dr. Noah Aparecida,Pago,da Rosa
Carlos Eduardo Moraes,Morte Acidental,Theodoro Fogaça,11041.22,Ana Carolina Camargo,Negado,Aparecida Paulista
Ágatha da Costa,Auxílio Funeral,Raul Alves,408317.75,João Guilherme Fogaça,Pago,Gomes
Davi Luiz da Rocha,Morte Acidental,José Pedro Pires,51203.86,Stella Lima,Pago,Vargas
Alícia Brito,Auxílio Funeral,Beatriz Pacheco,87106.51,Laura Pastor,Em análise,Nunes
Caroline Vasconcelos,Doença Grave,Pietra Pacheco,89643.58,Lucas Sousa,Em análise,Câmara de Melo
Felipe Melo,Auxílio Funeral,Lorenzo Pinto,81136.01,Nicolas Pinto,Pago,Barros do Oeste
Ana Júlia da Luz,Morte Acidental,Catarina Macedo,17220.62,Allana Campos,Negado,Casa Grande de Melo
Carolina Caldeira,Morte Acidental,Cecília Guerra,77588.38,João Gonçalves,Pago,Sousa de Minas
Júlia Cardoso,Doença Grave,Kamilly Moraes,45918.87,Sr. Matteo Nascimento,Pago,Silva de da Rocha
Caleb da Luz,Auxílio Funeral,Anthony Martins,74714.79,Sr. Davi Lucca Azevedo,Pago,Pereira
Emanuelly Moreira,Auxílio Funeral,Srta. Lívia da Rocha,33304.12,Davi Miguel Fernandes,Pago,Garcia
Levi Caldeira,Morte Acidental,Isaac Abreu,85410.38,Yan Carvalho,Em análise,Brito de Goiás
Alexandre Aparecida,Invalidez Permanente,Anthony Gabriel Pires,54329.14,Rodrigo Aragão,Em análise,Souza
Maria Eduarda Siqueira,Invalidez Permanente,Hellena Marques,10447.82,Maria Fernanda Câmara,Negado,Correia da Prata
Sr. Yuri Duarte,Morte Acidental,Isaque Sales,35916.88,Dr. Carlos Eduardo Moreira,Pago,Nunes de Goiás
Agatha Borges,Auxílio Funeral,Evelyn Porto,54546.71,Matheus Fogaça,Em análise,Campos do Galho
Diego Freitas,Invalidez Permanente,Theodoro Aragão,40870.49,Lavínia Caldeira,Pago,Cirino dos Dourados
Gabrielly Rodrigues,Morte Acidental,Nina Vasconcelos,268062.39,Leonardo Novaes,Pago,Freitas da Praia
Dr. Cauê da Cunha,Morte Acidental,Francisco Camargo,293558.08,Bella Alves,Pago,Silveira
Otávio Silveira,Invalidez Permanente,Eduardo Nunes,84763.06,Cecilia Correia,Em análise,Casa Grande
Bárbara Machado,Auxílio Funeral,Caroline Vargas,277314.99,Danilo da Mota,Em análise,Mendonça
Davi Lucca Peixoto,Auxílio Funeral,Sr. Marcos Vinicius Fogaça,85526.7,Sr. Isaac Jesus,Pago,Almeida de Câmara
Antônio Silva,Doença Grave,Valentina Azevedo,70008.12,Joaquim Viana,Pago,Lopes
Raquel Nascimento,Auxílio Funeral,Bruna Camargo,83413.21,Maria Liz Macedo,Em análise,da Paz da Praia
Samuel Aparecida,Morte Acidental,Sr. Bento Ferreira,17825.9,Heloísa Castro,Em análise,Costa do Amparo
Carlos Eduardo Castro,Invalidez Permanente,Thomas Fogaça,67050.43,Olivia Santos,Pago,Sampaio
Sr. Luiz Otávio da Rocha,Auxílio Funeral,Sr. Asafe Porto,23711.36,João Lucas Farias,Negado,Campos dos Dourados
Maria Macedo,Invalidez Permanente,Guilherme Costa,78349.47,Laura Rocha,Pago,Azevedo
Maria Vitória Novaes,Doença Grave,Isabelly Gonçalves,39470.92,Emilly Souza,Pago,da Conceição
Vinícius Rezende,Auxílio Funeral,Aurora Azevedo,18161.05,Marina Cardoso,Negado,Fogaça Alegre
Igor Dias,Morte Acidental,Antony Caldeira,58678.3,Isis Porto,Negado,Dias das Pedras
Dr. Yuri Moreira,Morte Acidental,Rodrigo Freitas,229284.12,Larissa Azevedo,Negado,Monteiro
Maria Luiza Pacheco,Auxílio Funeral,Maria Isis Ramos,323376.75,Arthur Azevedo,Pago,Ribeiro do Galho
Enzo Moraes,Invalidez Permanente,Sra. Clarice da Luz,13339.84,Daniela Ribeiro,Em análise,Albuquerque de Minas
Esther Cardoso,Morte Acidental,Pietro Machado,28069.08,Pedro Henrique Mendes,Pago,Sá da Serra
Maria Júlia da Mota,Invalidez Permanente,Ana Beatriz Pimenta,55733.48,João Vitor Azevedo,Em análise,Pinto Alegre
Maria Cecília Almeida,Morte Acidental,Marcela da Luz,16036.05,Dr. Bernardo Abreu,Pago,Cavalcante Paulista
Maria Luiza Lopes,Invalidez Permanente,Anna Liz Pinto,86751.29,Dra. Aylla das Neves,Pago,Pacheco
Jade Cirino,Morte Acidental,Lorenzo Cavalcanti,60569.46,Kamilly Vieira,Em análise,Aparecida
Clara Aragão,Auxílio Funeral,Henry Gabriel Azevedo,89796.01,Levi da Cunha,Negado,Pires das Pedras
Miguel Rocha,Morte Acidental,Sra. Nina Macedo,14364.91,Ester Rezende,Negado,Fonseca de Martins
Ravi Lucca Fernandes,Doença Grave,Isabel da Rocha,94172.03,Maria Clara Cirino,Pago,Siqueira do Sul
Luigi Almeida,Doença Grave,Noah Oliveira,14462.92,João Lucas da Cruz,Negado,Brito de Abreu
Luísa Pastor,Auxílio Funeral,Ana Julia Duarte,249252.49,Dr. Pedro Miguel das Neves,Pago,Ferreira Grande
Breno Cirino,Morte Acidental,Elisa Montenegro,16133.98,Paulo Lima,Negado,da Luz da Prata
Raul Fogaça,Morte Acidental,Elisa Porto,99362.36,Eduarda Barros,Em análise,Borges de Minas
Ana Sophia Martins,Doença Grave,Liz Novaes,53229.53,Luiz Felipe Santos,Negado,Rezende de Barbosa
Léo Fonseca,Doença Grave,Dra. Elisa Cavalcanti,16823.44,Dra. Lívia Rezende,Pago,Mendes
Maria Fernanda Andrade,Morte Acidental,Beatriz da Cruz,62152.26,Yan Sá,Negado,Moraes do Norte
Maria Isis da Rocha,Auxílio Funeral,Cecília Nunes,54811.1,Maria Laura da Costa,Negado,Aragão
Otto Fernandes,Doença Grave,Srta. Esther Sousa,72995.31,Sra. Ágatha Machado,Em análise,Correia de Goiás
Marcela Sousa,Doença Grave,Alícia Novaes,34134.62,João Pedro Sousa,Pago,Sá
Jade Costa,Morte Acidental,Renan da Cunha,62258.34,Camila Carvalho,Negado,Rodrigues Grande
Sr. Otto Albuquerque,Doença Grave,Ana Julia Cavalcante,54972.07,Larissa Aragão,Pago,Caldeira
Luiz Miguel Monteiro,Auxílio Funeral,Aylla Macedo,26399.62,Catarina Sampaio,Em análise,Casa Grande do Oeste
Alexandre Sales,Morte Acidental,Yago Macedo,44968.13,Felipe Mendonça,Em análise,Nascimento do Campo
Milena Pacheco,Morte Acidental,Srta. Ana Carolina Pereira,65083.1,Ana Júlia Alves,Pago,Montenegro de Almeida
Marcelo Duarte,Invalidez Permanente,Sra. Helena Ferreira,35801.83,Stephany Cassiano,Negado,Souza do Norte
Sr. Henry Freitas,Doença Grave,Lorena Cardoso,416038.41,Alexia Alves,Negado,Mendes
Ana Cecília Moraes,Morte Acidental,Leonardo Guerra,37727.79,Maria Cecília Rios,Negado,Duarte
Kamilly Jesus,Morte Acidental,Srta. Ana Vitória Porto,37469.18,Larissa Souza,Pago,Oliveira do Oeste
Mariane Porto,Auxílio Funeral,Clarice Rodrigues,346961.75,João Pedro Borges,Pago,Fonseca do Norte
Samuel Azevedo,Morte Acidental,Maria Alice Vieira,299170.92,Kevin Aparecida,Em análise,Aparecida do Galho
Alexia da Rocha,Morte Acidental,Matheus Melo,95056.93,Pedro Henrique Teixeira,Em análise,Andrade
Yuri Macedo,Morte Acidental,Aylla Leão,63068.18,Sr. Isaque Rocha,Negado,Brito
Dra. Mariane Teixeira,Invalidez Permanente,Luiz Fernando Câmara,67931.32,Liz Dias,Em análise,Cirino de Minas
Sr. Otávio Costa,Morte Acidental,Esther Machado,51063.53,Ana Vitória Campos,Negado,Azevedo de Jesus
Davi Luiz Pimenta,Morte Acidental,Isabelly Freitas,94812.56,Maysa Campos,Pago,Almeida de da Conceição
Davi Casa Grande,Morte Acidental,Dra. Ana Clara Monteiro,15429.06,Sr. Gabriel Rios,Negado,Ramos
Danilo Campos,Invalidez Permanente,Melina Barros,34848.7,Renan Martins,Negado,Castro
Marcela Cavalcanti,Doença Grave,Vinicius Pimenta,92365.36,Dra. Maysa Guerra,Negado,Oliveira
Dr. Luiz Fernando Cavalcanti,Invalidez Permanente,Ian Carvalho,89234.05,Natália Rios,Em análise,Rodrigues
Benjamin Andrade,Morte Acidental,Lucas Borges,54143.0,Helena Pires,Negado,Oliveira
Srta. Daniela Leão,Morte Acidental,Ana Carolina Peixoto,77274.48,José Melo,Negado,Oliveira Grande
Sr. Ravy Cavalcante,Doença Grave,Heitor Vieira,45380.92,Sr. Thales Pastor,Em análise,Pinto de Fonseca
Luiz Henrique Guerra,Morte Acidental,Maria Eduarda Silva,78537.84,Davi Lucas Cassiano,Negado,da Mata do Norte
Isabel Sá,Morte Acidental,Srta. Aylla Azevedo,471818.14,Emanuel Mendes,Negado,Teixeira do Galho
Sofia da Paz,Morte Acidental,Dr. Arthur Miguel da Cunha,89918.66,Alícia Mendes,Em análise,Leão dos Dourados
Dom Porto,Morte Acidental,Juan Lopes,56302.29,Manuela Azevedo,Em análise,Borges
Lunna Moreira,Auxílio Funeral,Melina Araújo,31241.74,Bianca Garcia,Pago,Silveira dos Dourados
João Macedo,Morte Acidental,Clara Souza,81692.99,Ana Lívia Pacheco,Em análise,Fogaça das Flores
Murilo Dias,Morte Acidental,Srta. Sabrina Montenegro,71348.45,Joaquim Santos,Pago,Ramos dos Dourados
Maria Fernanda Jesus,Invalidez Permanente,Maria Luísa Peixoto,51425.25,Maya Teixeira,Em análise,Andrade de Minas
Benjamin da Mota,Doença Grave,Gael Henrique Aparecida,96479.97,Ravi Lucca Pacheco,Em análise,Cirino
José Miguel da Rosa,Invalidez Permanente,Lara Montenegro,84468.38,Dom Pires,Pago,da Cruz do Campo
Lorena Machado,Morte Acidental,Sofia Borges,77015.82,Marcelo Costela,Pago,Castro dos Dourados
Sra. Ana Clara Alves,Morte Acidental,Matteo Mendes,65075.26,Raquel da Conceição,Negado,Casa Grande de Pacheco
Ester Brito,Morte Acidental,Diego Abreu,49847.02,Giovanna Rodrigues,Negado,Nunes de Leão
Dr. Rodrigo Casa Grande,Morte Acidental,Maria Sophia Oliveira,38882.54,Sr. Diego da Luz,Pago,Andrade
Kevin Garcia,Morte Acidental,Thiago Novaes,29569.92,Henrique Cavalcanti,Pago,da Mata do Campo
Guilherme Novaes,Morte Acidental,Sophie Macedo,91696.4,Amanda Jesus,Negado,Garcia
Davi Lucca Cavalcante,Invalidez Permanente,Davi Lucca Guerra,26771.65,Dr. Kevin da Cruz,Pago,Camargo
Mariane Silveira,Morte Acidental,Pedro da Rosa,17900.37,Arthur Freitas,Pago,Vasconcelos
Caio Câmara,Doença Grave,Nina Rios,347931.74,Luna Andrade,Negado,Monteiro da Mata
Enzo Mendonça,Auxílio Funeral,Lara Andrade,54790.92,Milena Pastor,Pago,Pires
Theodoro Caldeira,Doença Grave,Otávio Vargas,21809.42,José Pedro Brito,Em análise,Moraes do Norte
Elisa da Rosa,Morte Acidental,Ágatha Andrade,226710.26,Maria Júlia Lima,Pago,Rocha Alegre
João Silva,Morte Acidental,Marcela Montenegro,371877.65,Stella Aparecida,Em análise,Freitas de Costela
Lara Vieira,Morte Acidental,Pedro Henrique Monteiro,14197.9,Heitor Castro,Pago,Araújo
Gustavo Fogaça,Invalidez Permanente,Dra. Natália Dias,24023.73,Lorenzo Casa Grande,Em análise,Cassiano dos Dourados
Arthur Pinto,Morte Acidental,Alícia Carvalho,89733.47,Eduarda da Rosa,Negado,Melo de Barros
Maria Laura Cavalcanti,Morte Acidental,José Pires,65455.42,Giovanna Gonçalves,Pago,Castro de Goiás
Dr. Thiago da Rosa,Morte Acidental,João Vitor Borges,81234.91,Pietro Ferreira,Pago,da Mata
Breno Duarte,Morte Acidental,Matteo Ramos,95192.02,Maria Luísa Caldeira,Pago,Rocha
Calebe Lopes,Auxílio Funeral,Bianca Cassiano,465450.89,Larissa Carvalho,Pago,Brito
Luiz Felipe da Cruz,Auxílio Funeral,Pietro da Paz,263404.18,Dra. Emilly Monteiro,Pago,Abreu da Prata
Sra. Antonella Siqueira,Invalidez Permanente,Maria Sophia Casa Grande,65564.91,Olívia Sales,Pago,Ramos
Gael Almeida,Doença Grave,Murilo Melo,30374.83,Luiz Fernando Nogueira,Em análise,Viana
Isaac Costela,Invalidez Permanente,Fernando Rocha,31852.02,Dr. Gael Henrique da Mota,Pago,Marques
Renan Novaes,Doença Grave,Liz Duarte,30091.37,Emanuella da Rocha,Negado,Alves
Heloisa Aragão,Doença Grave,Ana Lívia Jesus,54572.13,Maria Novais,Pago,Teixeira das Flores
Maria Luísa Silva,Morte Acidental,Diego Souza,61852.94,Clara Albuquerque,Pago,da Cruz do Amparo
Maria Julia Pires,Morte Acidental,Ana Júlia Correia,32932.86,Enzo Vargas,Negado,da Mata do Sul
