nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Dom Pinto,509.184.736-75,Moura Grande,PE,9844891209,2024-03-17,108.39,72801.76,Sra. Maya Moreira,Ativa,Diá­ria por Incapacidade,19.66,Morte Acidental,26540.53,Auxílio Funeral,393.19,98298.25
Ana Vitáüria Leão,125.408.796-67,Silveira,PI,4501464383,2024-04-24,629.91,436330.67,Valentim Farias,Ativa,Diá­ria por Incapacidade,151.20,Morte Natural,166319.56,Auxílio Funeral,3023.99,755998.02
Juan da Luz,369.178.045-84,Lopes de Goiá­s,PA,1073809258,2025-01-02,888.71,147347.63,Arthur Miguel Vieira,Ativa,Diá­ria por Incapacidade,24.56,Morte Natural,27018.72,Morte Acidental,33159.34,122812.37
Srta. Bianca Rezende,984.206.375-56,Dias,RJ,8275020890,2025-09-06,703.13,340190.32,Maria Helena Casa Grande,Suspensa,Morte Natural,40217.70,Diá­ria por Incapacidade,36.56,Morte Acidental,49358.09,182807.74
Laura Sampaio,943.106.852-42,Andrade,RJ,3421161719,2023-04-17,834.23,249705.29,Leonardo Guerra,Cancelada,Morte Natural,26642.12,Doenças Graves,6055.03,Morte Acidental,32697.14,121100.53
Calebe Macedo,379.804.156-39,Nascimento Paulista,AL,6047899703,2023-09-10,914.14,308819.17,Marina Costela,Ativa,Auxílio Funeral,595.87,Diá­ria por Incapacidade,29.79,Invalidez Permanente,14896.65,148966.47
Dra. Isabelly Jesus,764.319.208-13,Teixeira de Minas,AM,3258177061,2025-01-05,409.11,411696.09,Léo Cassiano,Suspensa,Auxílio Funeral,220.44,Morte Acidental,14879.99,Doenças Graves,2755.55,55111.07
Beatriz Novais,416.905.732-52,Castro de Rocha,MS,9901528743,2023-12-28,356.43,87491.63,Srta. Isabella Barbosa,Ativa,Doenças Graves,31627.92,Invalidez Permanente,63255.85,Auxílio Funeral,2530.23,632558.48
Antáïnio Cardoso,291.705.836-68,Cavalcante das Pedras,DF,5629148585,2024-04-02,505.54,66293.13,Matteo Vasconcelos,Ativa,Morte Natural,32446.73,Diá­ria por Incapacidade,29.50,Invalidez Permanente,14748.51,147485.14
Maria Vitáüria Macedo,470.159.283-88,Almeida do Galho,PE,1136053225,2024-09-17,913.75,253191.93,Laís Ferreira,Cancelada,Diá­ria por Incapacidade,121.35,Auxílio Funeral,2427.10,Invalidez Permanente,60677.43,606774.27
Dante Andrade,905.614.823-06,Rezende de Cavalcanti,MG,8935118441,2024-01-02,480.69,357307.52,Brayan Porto,Suspensa,Invalidez Permanente,15538.89,Morte Acidental,41955.01,Morte Natural,34185.56,155388.93
Clara Teixeira,170.532.948-97,Vasconcelos,AL,7675470005,2025-07-11,247.60,195789.62,Maria Fernanda Santos,Ativa,Morte Acidental,48724.26,Invalidez Permanente,18046.02,Diá­ria por Incapacidade,36.09,180460.24
Sra. Natá­lia Oliveira,056.127.834-26,Cunha de Moraes,PE,847122888,2024-07-24,370.24,250004.69,Henrique Teixeira,Ativa,Doenças Graves,3954.00,Morte Natural,17397.59,Morte Acidental,21351.58,79079.94
Hadassa Gomes,895.713.046-20,da Mota Grande,PR,3953070870,2024-07-19,218.56,291556.01,Luara Machado,Ativa,Doenças Graves,9287.29,Auxílio Funeral,742.98,Morte Natural,40864.08,185745.84
Ana Vitáüria Moreira,041.953.276-52,Fogaça de Gomes,AC,7889759203,2023-08-22,365.75,411451.86,Sara Barros,Cancelada,Doenças Graves,4602.80,Auxílio Funeral,368.22,Morte Natural,20252.30,92055.90
Marina Correia,528.360.197-86,Martins,AP,4319432206,2023-08-01,477.79,258310.52,Dra. Jade Viana,Ativa,Invalidez Permanente,64329.48,Morte Natural,141524.85,Auxílio Funeral,2573.18,643294.78
Ana Beatriz Araújo,631.842.509-89,da Costa,PB,5765208619,2023-08-16,157.94,356294.21,Aylla Brito,Ativa,Morte Acidental,22928.22,Auxílio Funeral,339.68,Doenças Graves,4245.97,84919.35
Sra. Manuella da Cruz,174.526.809-01,Santos,BA,3610905674,2024-09-25,961.56,44347.23,Paulo Moura,Cancelada,Morte Natural,188020.44,Invalidez Permanente,85463.84,Doenças Graves,42731.92,854638.35
André Azevedo,365.709.218-86,da Rocha de Moura,AC,3009131110,2024-08-23,800.33,162026.63,Daniel Pires,Cancelada,Diá­ria por Incapacidade,37.64,Morte Natural,41408.34,Morte Acidental,50819.32,188219.71
Maria Júlia Cavalcanti,687.324.015-07,Pastor da Praia,SP,3234377017,2023-06-05,365.62,139256.10,Sr. Levi Garcia,Cancelada,Invalidez Permanente,15148.92,Morte Acidental,40902.09,Diá­ria por Incapacidade,30.30,151489.22
Nicole Mendonça,012.648.375-26,Souza da Praia,MT,6468902812,2024-04-14,765.79,23618.22,Pietra da Rosa,Ativa,Morte Acidental,43452.41,Invalidez Permanente,16093.49,Auxílio Funeral,643.74,160934.85
Amanda Nunes,125.396.480-70,Rios,RO,9420744216,2023-02-11,811.84,292751.49,Ester Teixeira,Cancelada,Morte Acidental,22863.71,Invalidez Permanente,8468.04,Morte Natural,18629.69,84680.42
Maria Luiza Pereira,015.378.496-20,Gomes da Serra,AC,3547900866,2024-10-11,187.64,408299.75,Sr. Pietro Dias,Ativa,Auxílio Funeral,2708.16,Doenças Graves,33851.96,Invalidez Permanente,67703.92,677039.19
Liam Lopes,172.983.064-13,Fonseca,RN,4660283786,2025-09-28,743.34,67509.53,Benjamin da Luz,Ativa,Morte Acidental,42075.40,Auxílio Funeral,623.34,Invalidez Permanente,15583.48,155834.80
Bruna Pastor,283.145.670-35,Oliveira,ES,5588987813,2024-04-28,744.19,261004.94,Ana Júlia Cirino,Ativa,Invalidez Permanente,8945.27,Diá­ria por Incapacidade,17.89,Morte Natural,19679.59,89452.66
Erick Fogaça,903.721.486-03,Araújo de Goiá­s,PI,8817302803,2025-09-04,913.08,50025.50,João Pedro Costela,Cancelada,Morte Acidental,42415.90,Auxílio Funeral,628.38,Diá­ria por Incapacidade,31.42,157095.94
José Pedro Jesus,681.357.204-08,Silveira do Oeste,MG,169560034,2024-09-14,889.72,20607.32,Alana Mendes,Suspensa,Auxílio Funeral,3004.18,Morte Natural,165230.02,Diá­ria por Incapacidade,150.21,751045.56
Nicolas Lima,904.238.657-65,Cavalcanti,SC,7536370301,2023-05-26,886.48,142758.77,Fernando Sampaio,Ativa,Diá­ria por Incapacidade,23.14,Auxílio Funeral,462.81,Invalidez Permanente,11570.25,115702.52
Dr. Anthony Ribeiro,165.378.204-80,Ramos,PB,7860256541,2024-02-25,951.51,465807.49,Rafaela Oliveira,Ativa,Invalidez Permanente,8410.80,Diá­ria por Incapacidade,16.82,Morte Natural,18503.76,84107.99
Rebeca Pimenta,867.952.014-49,Sampaio,AM,3555296707,2025-01-01,403.23,52052.32,Julia Vieira,Suspensa,Doenças Graves,8100.24,Morte Natural,35641.06,Morte Acidental,43741.30,162004.81
Lara Dias,653.784.190-93,Cardoso de Moraes,RJ,3513270092,2025-06-27,177.34,150986.74,José Cunha,Ativa,Invalidez Permanente,18093.65,Morte Natural,39806.02,Auxílio Funeral,723.75,180936.45
Anthony da Cunha,713.496.825-19,Araújo,SP,5050859903,2023-08-09,951.96,457652.98,Cecília Ferreira,Cancelada,Invalidez Permanente,9612.55,Doenças Graves,4806.27,Diá­ria por Incapacidade,19.23,96125.46
Eloá­ Cavalcante,168.709.523-02,Peixoto,MS,5096511745,2022-12-07,735.76,368908.34,Miguel Pacheco,Ativa,Diá­ria por Incapacidade,24.90,Morte Natural,27391.58,Doenças Graves,6225.36,124507.16
Erick Pacheco,720.893.546-74,Duarte,MA,8780616522,2024-02-29,954.33,125910.46,Sr. Arthur Pimenta,Ativa,Diá­ria por Incapacidade,131.10,Morte Natural,144208.96,Auxílio Funeral,2621.98,655495.27
Pedro Henrique Leão,793.281.465-00,Mendonça,RS,2987873391,2025-04-20,757.70,241833.25,Ravi Lucca Moreira,Ativa,Invalidez Permanente,17645.61,Diá­ria por Incapacidade,35.29,Auxílio Funeral,705.82,176456.08
Luna da Rocha,273.961.504-34,da Costa,BA,9260577483,2023-08-19,130.06,23213.22,Théo Novaes,Cancelada,Morte Acidental,40544.49,Auxílio Funeral,600.66,Doenças Graves,7508.24,150164.79
Alexandre Vieira,236.587.194-19,Alves das Flores,RS,4623502588,2025-03-02,767.56,240667.75,Liam da Rosa,Ativa,Morte Natural,39275.43,Diá­ria por Incapacidade,35.70,Doenças Graves,8926.23,178524.66
Pedro Mendonça,035.894.726-00,Mendonça,SE,519036637,2025-04-25,358.14,426183.87,Aurora Nascimento,Ativa,Morte Natural,38385.47,Diá­ria por Incapacidade,34.90,Doenças Graves,8723.97,174479.39
Maria Julia Moreira,184.720.369-87,Lopes,AP,1749624264,2025-07-05,194.84,25715.50,Sr. Thiago Cardoso,Ativa,Morte Natural,13819.14,Invalidez Permanente,6281.43,Doenças Graves,3140.71,62814.29
Luiza Pereira,852.967.134-19,Cavalcanti da Prata,SC,7186205214,2025-07-04,339.60,323746.53,Maitá¦ Jesus,Cancelada,Morte Natural,41074.38,Doenças Graves,9335.09,Auxílio Funeral,746.81,186701.71
Emanuella Casa Grande,713.482.956-19,Peixoto,DF,9632005237,2023-03-16,892.77,295541.77,Dr. Valentim Vasconcelos,Cancelada,Diá­ria por Incapacidade,12.80,Morte Natural,14081.52,Doenças Graves,3200.35,64006.91
Enrico Moura,324.569.708-29,da Rosa de Barbosa,AP,6133213999,2023-07-21,197.70,60518.97,Liam Rios,Ativa,Morte Acidental,47055.71,Invalidez Permanente,17428.04,Diá­ria por Incapacidade,34.86,174280.42
Stephany Garcia,530.947.861-20,Melo,TO,1815860432,2023-04-05,570.24,231523.17,Sra. Marina Carvalho,Ativa,Invalidez Permanente,19409.15,Morte Acidental,52404.71,Morte Natural,42700.13,194091.51
Lavínia Costa,301.827.456-35,Sales,CE,4731426970,2024-12-01,677.67,42803.03,Luigi Leão,Cancelada,Doenças Graves,49390.43,Morte Natural,217317.91,Morte Acidental,266708.34,987808.66
Dra. Maria Porto,529.108.467-76,Silva do Amparo,PA,3245591823,2025-03-27,701.76,182391.71,Henry Gabriel Peixoto,Ativa,Morte Natural,41249.53,Invalidez Permanente,18749.79,Doenças Graves,9374.89,187497.88
Ana Vitáüria Pastor,072.584.619-49,Ribeiro,CE,16958096,2025-07-26,120.54,291573.02,Srta. Brenda das Neves,Cancelada,Doenças Graves,28032.52,Auxílio Funeral,2242.60,Morte Natural,123343.08,560650.35
João Gabriel da Luz,930.761.582-95,Campos,CE,5456443612,2025-01-01,829.87,310065.98,João Guilherme Pimenta,Ativa,Invalidez Permanente,16511.68,Morte Natural,36325.69,Doenças Graves,8255.84,165116.79
Sr. Valentim Câmara,261.580.473-17,Pereira do Norte,PA,8475222752,2023-09-06,746.64,384284.82,Henry Gabriel Moraes,Cancelada,Doenças Graves,5958.71,Morte Acidental,32177.03,Morte Natural,26218.32,119174.20
Isabelly Ferreira,146.350.728-35,Duarte,RR,5554525643,2022-12-01,279.12,20323.16,Alexandre Fonseca,Ativa,Invalidez Permanente,14281.92,Morte Acidental,38561.19,Diá­ria por Incapacidade,28.56,142819.23
Dra. Isabelly Jesus,631.904.587-66,Machado,AC,3015396882,2024-03-12,723.05,332115.62,Srta. Julia Moraes,Suspensa,Invalidez Permanente,66235.68,Morte Acidental,178836.33,Doenças Graves,33117.84,662356.76
Dr. Davi Miguel Alves,904.273.816-22,Jesus da Serra,PI,4629834348,2022-12-26,283.50,53240.26,Sara Oliveira,Ativa,Morte Acidental,15068.40,Diá­ria por Incapacidade,11.16,Invalidez Permanente,5580.89,55808.88
Dra. Vitáüria Albuquerque,213.769.840-40,Cavalcante Verde,MT,8834898138,2025-10-30,914.77,364758.84,Maria Júlia Vargas,Ativa,Invalidez Permanente,15957.21,Morte Natural,35105.85,Diá­ria por Incapacidade,31.91,159572.05
Yago da Rosa,537.940.628-92,Porto,PE,3328900979,2024-10-09,422.65,153064.81,Alexandre Lima,Ativa,Morte Natural,19765.25,Invalidez Permanente,8984.20,Doenças Graves,4492.10,89842.03
Sophie das Neves,138.245.697-28,Sampaio,PR,7269724015,2023-10-29,697.99,315098.72,Kaique Borges,Ativa,Morte Natural,43455.72,Diá­ria por Incapacidade,39.51,Auxílio Funeral,790.10,197525.98
Benjamin Barros,895.472.361-64,Pereira dos Dourados,RS,244395591,2024-03-14,898.74,39575.53,Pedro Souza,Cancelada,Morte Acidental,39768.68,Auxílio Funeral,589.17,Doenças Graves,7364.57,147291.40
Melissa Vargas,127.438.560-17,Brito Verde,SC,7120724621,2024-01-10,156.17,79082.91,Sr. Gustavo Henrique Freitas,Ativa,Auxílio Funeral,220.94,Diá­ria por Incapacidade,11.05,Doenças Graves,2761.79,55235.70
Mariane Leão,642.813.590-60,Machado,RJ,589768831,2022-11-15,591.29,271256.15,Cauá¦ Moraes,Ativa,Doenças Graves,5552.29,Morte Natural,24430.07,Invalidez Permanente,11104.58,111045.75
Theo Ferreira,817.360.429-04,Barbosa,MT,3180890197,2023-08-19,126.59,400422.81,Dra. Ana Lívia Câmara,Cancelada,Doenças Graves,2892.29,Invalidez Permanente,5784.58,Diá­ria por Incapacidade,11.57,57845.76
Stella Caldeira,520.849.671-20,Pires do Campo,TO,9968888206,2023-12-16,731.95,265647.37,Rebeca Gonçalves,Ativa,Diá­ria por Incapacidade,124.18,Invalidez Permanente,62091.97,Auxílio Funeral,2483.68,620919.74
Sra. Raquel Santos,236.704.598-47,Farias,MA,7689907891,2024-10-19,662.24,264194.45,Isaque Sousa,Cancelada,Morte Acidental,255386.06,Diá­ria por Incapacidade,189.17,Morte Natural,208092.35,945874.30
Rhavi Pastor,873.615.042-80,Nascimento,CE,7043388448,2024-12-17,308.46,489931.96,João Pinto,Suspensa,Morte Acidental,33155.96,Doenças Graves,6139.99,Invalidez Permanente,12279.98,122799.84
Anthony Gabriel Cirino,056.398.241-15,Vargas,RO,8887605712,2023-04-21,917.76,167144.01,Dra. Cecilia Fogaça,Ativa,Auxílio Funeral,3544.74,Diá­ria por Incapacidade,177.24,Morte Natural,194960.59,886184.48
Dra. Heloisa Lopes,890.273.156-12,Freitas,GO,9944868971,2023-03-05,318.72,446137.93,Dr. João Pedro Rodrigues,Ativa,Morte Acidental,258591.13,Diá­ria por Incapacidade,191.55,Morte Natural,210703.88,957744.91
Ana Luiza Borges,987.420.316-13,da Mata de Goiá­s,MG,3806894961,2023-10-13,903.75,317976.39,Caroline Pires,Ativa,Invalidez Permanente,11512.89,Doenças Graves,5756.45,Diá­ria por Incapacidade,23.03,115128.94
Aylla Santos,695.371.284-82,Macedo do Campo,RS,4085970889,2024-12-09,311.32,390014.57,Ayla da Luz,Suspensa,Invalidez Permanente,16933.12,Auxílio Funeral,677.32,Morte Natural,37252.86,169331.20
Vitáüria Sampaio,586.304.712-71,Silva de Azevedo,PB,5349415572,2024-01-31,212.48,127179.94,Ísis Sousa,Ativa,Auxílio Funeral,494.72,Doenças Graves,6184.05,Invalidez Permanente,12368.10,123680.95
Kaique Souza,514.706.983-66,Nascimento,SE,7919769606,2025-06-15,408.32,441039.66,Esther Souza,Suspensa,Invalidez Permanente,11529.18,Doenças Graves,5764.59,Auxílio Funeral,461.17,115291.78
Apollo Almeida,240.185.937-32,Aparecida Paulista,CE,6257661890,2023-05-29,825.29,439354.27,José Ferreira,Ativa,Morte Acidental,48495.06,Diá­ria por Incapacidade,35.92,Morte Natural,39514.49,179611.34
Dr. José Miguel Abreu,761.920.584-58,Nogueira dos Dourados,MG,5682895794,2025-08-31,583.56,372396.65,Dr. Renan Nogueira,Cancelada,Invalidez Permanente,93206.47,Doenças Graves,46603.24,Diá­ria por Incapacidade,186.41,932064.73
Arthur Miguel Nogueira,810.634.952-70,Peixoto Alegre,RO,291593667,2023-08-17,749.86,197793.23,Lorenzo Freitas,Suspensa,Auxílio Funeral,766.88,Invalidez Permanente,19171.96,Morte Acidental,51764.28,191719.55
Lara Pimenta,863.927.501-77,Vargas de Sá­,PI,3944089712,2022-11-24,743.04,436540.79,Laura das Neves,Ativa,Invalidez Permanente,17697.40,Auxílio Funeral,707.90,Morte Acidental,47782.98,176973.99
Milena Fogaça,697.503.214-99,Gomes de Minas,PA,4125713421,2025-05-05,745.68,78394.62,Julia Mendes,Ativa,Invalidez Permanente,5258.93,Morte Natural,11569.64,Doenças Graves,2629.46,52589.29
Ísis Brito,853.917.246-19,Camargo,AL,214391089,2025-08-18,803.77,54237.71,Francisco Pimenta,Ativa,Invalidez Permanente,11712.77,Morte Acidental,31624.47,Auxílio Funeral,468.51,117127.65
Pietro Peixoto,243.589.061-33,Barbosa,PA,6415345939,2023-09-20,805.07,170805.02,Elisa da Mota,Ativa,Morte Acidental,211484.69,Doenças Graves,39163.83,Auxílio Funeral,3133.11,783276.63
Eloá­ Marques,593.201.874-79,Nogueira de Moraes,MS,820234027,2023-11-13,838.80,494730.35,Liam Rios,Ativa,Morte Natural,17511.74,Auxílio Funeral,318.40,Diá­ria por Incapacidade,15.92,79598.81
Ana Beatriz Borges,742.981.650-94,Aragão,PI,8271269485,2025-07-17,493.90,400093.76,Luiz Otá­vio da Mota,Ativa,Doenças Graves,9372.43,Auxílio Funeral,749.79,Invalidez Permanente,18744.87,187448.67
João Camargo,401.253.697-43,Sá­,MS,4663813054,2025-09-23,564.67,384986.80,Letícia da Conceição,Ativa,Invalidez Permanente,17103.59,Morte Acidental,46179.70,Diá­ria por Incapacidade,34.21,171035.91
Dr. Ryan Costela,748.902.135-97,Jesus,AC,6519832213,2023-08-09,640.35,150792.81,Beatriz Nogueira,Ativa,Morte Acidental,44145.53,Doenças Graves,8175.10,Invalidez Permanente,16350.20,163501.95
Lavínia Brito,093.687.124-50,Machado do Campo,RO,6409041309,2023-08-09,122.17,74236.86,Srta. Isabel Peixoto,Ativa,Auxílio Funeral,235.85,Doenças Graves,2948.10,Morte Natural,12971.65,58962.06
Aurora Sampaio,739.620.145-43,Alves de Brito,CE,6918336371,2025-03-20,289.38,242322.68,Luana da Mata,Cancelada,Doenças Graves,3936.12,Diá­ria por Incapacidade,15.74,Invalidez Permanente,7872.25,78722.46
Davi Lucas Camargo,138.297.560-03,Costa de Pinto,AL,7406411672,2023-07-17,985.79,153154.87,Dr. Benicio Farias,Ativa,Diá­ria por Incapacidade,21.51,Auxílio Funeral,430.13,Morte Natural,23657.31,107533.23
Raquel Souza,104.589.723-04,Porto da Serra,MT,6576545863,2022-11-23,288.17,437229.25,Eduardo Siqueira,Suspensa,Morte Acidental,39323.00,Doenças Graves,7282.04,Invalidez Permanente,14564.08,145640.75
Ana Sophia Fogaça,014.785.369-93,Teixeira das Flores,PE,2811967757,2024-09-03,816.03,228135.63,Alexandre Ramos,Ativa,Auxílio Funeral,444.16,Doenças Graves,5551.98,Invalidez Permanente,11103.96,111039.64
Alexandre Nascimento,248.670.315-26,Teixeira dos Dourados,PI,6696750678,2024-05-06,146.52,393095.39,Joana Aparecida,Suspensa,Morte Natural,20919.78,Doenças Graves,4754.50,Invalidez Permanente,9508.99,95089.92
Isabel Moura,815.624.937-28,Guerra,RJ,6062054130,2023-11-08,528.63,302026.18,Ian Alves,Ativa,Doenças Graves,2696.32,Diá­ria por Incapacidade,10.79,Morte Acidental,14560.15,53926.47
Rebeca Fogaça,038.651.972-21,Rocha de Correia,CE,4354243614,2024-09-16,503.44,90607.37,Emilly Ramos,Ativa,Doenças Graves,5723.71,Auxílio Funeral,457.90,Diá­ria por Incapacidade,22.89,114474.24
Sara Porto,038.256.194-51,Melo,BA,3167808798,2023-10-24,610.51,280261.35,Léo Câmara,Suspensa,Diá­ria por Incapacidade,24.40,Doenças Graves,6100.86,Morte Natural,26843.77,122017.15
Dra. Gabriela Novais,894.726.013-40,Silva,CE,2010091382,2024-01-11,704.86,152627.35,Sra. Marcela Aragão,Ativa,Diá­ria por Incapacidade,181.83,Doenças Graves,45458.60,Morte Natural,200017.84,909172.01
Camila Fogaça,378.924.615-82,Ferreira,MG,3758020617,2024-11-12,576.04,465579.93,Dra. Lívia Ramos,Ativa,Doenças Graves,5265.57,Diá­ria por Incapacidade,21.06,Morte Acidental,28434.10,105311.49
Julia Garcia,254.913.068-51,Almeida do Norte,RN,1805597989,2024-01-06,934.00,34540.83,Srta. Mariana Souza,Ativa,Auxílio Funeral,797.45,Diá­ria por Incapacidade,39.87,Doenças Graves,9968.17,199363.30
Leonardo Campos,483.957.216-09,Marques,RJ,684939800,2024-10-12,775.06,429308.08,Rodrigo Macedo,Ativa,Morte Acidental,52969.48,Auxílio Funeral,784.73,Diá­ria por Incapacidade,39.24,196183.25
Manuella Ferreira,864.531.920-98,Pereira do Sul,RO,2499761220,2024-10-20,391.77,495594.87,José Cardoso,Ativa,Morte Natural,36813.96,Morte Acidental,45180.77,Auxílio Funeral,669.34,167336.19
Srta. Luísa Moraes,815.634.279-82,Vargas,MT,832514684,2023-01-26,794.00,118947.93,Ana Sophia Sales,Cancelada,Doenças Graves,41333.39,Morte Natural,181866.92,Invalidez Permanente,82666.78,826667.83
Mirella Correia,213.870.459-97,da Rocha da Prata,RS,4123288033,2023-02-14,317.09,244387.83,Ian Leão,Ativa,Auxílio Funeral,543.76,Morte Acidental,36704.08,Morte Natural,29907.02,135941.02
Diogo da Paz,087.694.351-20,Rios,GO,8508927579,2025-07-19,309.37,369401.95,ágatha Silva,Ativa,Auxílio Funeral,423.54,Doenças Graves,5294.29,Diá­ria por Incapacidade,21.18,105885.74
Theodoro Viana,364.951.870-84,Moraes do Norte,RJ,8594833590,2025-06-28,320.48,283109.89,Laís Silveira,Suspensa,Invalidez Permanente,10999.61,Diá­ria por Incapacidade,22.00,Morte Natural,24199.13,109996.05
Gabrielly Araújo,386.205.974-00,das Neves Grande,BA,5436404603,2023-08-05,104.09,112037.06,Brayan Abreu,Suspensa,Auxílio Funeral,650.79,Diá­ria por Incapacidade,32.54,Morte Acidental,43928.12,162696.74
Igor Cirino,508.793.164-20,Pinto do Norte,AM,1439988813,2025-10-14,379.48,116249.41,Antonella Jesus,Suspensa,Morte Natural,31762.96,Diá­ria por Incapacidade,28.88,Morte Acidental,38981.82,144377.10
Pietro Ferreira,804.936.152-70,da Luz,RS,4909160597,2023-01-28,226.97,333892.33,Enrico Duarte,Suspensa,Doenças Graves,8332.67,Invalidez Permanente,16665.35,Morte Natural,36663.77,166653.48
Cecília da Rocha,371.504.628-71,das Neves do Amparo,SP,6746029536,2024-10-13,305.10,236445.84,Ana Lívia Cavalcante,Cancelada,Morte Natural,185562.81,Morte Acidental,227736.17,Auxílio Funeral,3373.87,843467.31
Isadora Fonseca,382.197.504-05,Albuquerque,RR,9158705931,2024-02-13,347.48,115669.36,Apollo da Mota,Ativa,Morte Acidental,40437.56,Diá­ria por Incapacidade,29.95,Invalidez Permanente,14976.87,149768.74
Sr. Pedro Henrique Farias,846.935.721-28,Teixeira das Flores,RN,7540407039,2025-07-13,324.87,395967.86,Luiz Otá­vio Correia,Ativa,Doenças Graves,9412.77,Morte Acidental,50828.94,Invalidez Permanente,18825.53,188255.33
Isaque Ferreira,026.945.317-25,Moraes,SC,5664791170,2023-08-09,521.53,44539.01,Léo Garcia,Ativa,Auxílio Funeral,559.21,Morte Natural,30756.76,Invalidez Permanente,13980.35,139803.47
Olívia Leão,185.904.267-85,Jesus do Amparo,MT,5021615371,2025-06-09,896.74,67000.49,Amanda da Cunha,Ativa,Doenças Graves,7822.01,Morte Natural,34416.84,Invalidez Permanente,15644.02,156440.19
Laís Ribeiro,082.317.649-50,Moreira,RJ,1065350156,2024-02-26,916.89,479095.73,Sra. Helena Barbosa,Ativa,Doenças Graves,3321.62,Diá­ria por Incapacidade,13.29,Auxílio Funeral,265.73,66432.44
Bruna Alves,614.325.908-98,Azevedo,AL,7465031295,2022-12-26,710.03,498711.25,Léo Rezende,Suspensa,Invalidez Permanente,10855.90,Doenças Graves,5427.95,Diá­ria por Incapacidade,21.71,108558.96
Augusto Monteiro,276.913.548-19,Pacheco,PR,3213077433,2024-03-27,895.91,212785.89,Josué Ribeiro,Ativa,Invalidez Permanente,8939.16,Diá­ria por Incapacidade,17.88,Morte Natural,19666.14,89391.55
Hellena Fonseca,970.652.318-95,Leão dos Dourados,BA,3839990428,2025-08-17,444.99,132504.23,Rael Jesus,Cancelada,Morte Natural,36896.58,Morte Acidental,45282.16,Invalidez Permanente,16771.17,167711.72
ágatha Cardoso,648.190.735-75,Silva,AM,995910344,2024-07-15,961.16,268459.88,Francisco Rocha,Ativa,Doenças Graves,9324.02,Morte Acidental,50349.69,Invalidez Permanente,18648.04,186480.35
Calebe Pinto,974.612.580-01,Pacheco,MT,4798637135,2023-10-16,140.47,187764.75,Yan Abreu,Suspensa,Morte Natural,16148.21,Invalidez Permanente,7340.10,Morte Acidental,19818.26,73400.96
Luiz Henrique Teixeira,079.132.548-23,da Luz,BA,9623974806,2025-08-29,228.01,398662.92,Theodoro Barros,Ativa,Invalidez Permanente,90349.02,Diá­ria por Incapacidade,180.70,Auxílio Funeral,3613.96,903490.22
Lorena Dias,417.623.098-31,da Luz de Goiá­s,RJ,9816100226,2025-06-15,929.57,142716.70,Dr. Isaac Rezende,Ativa,Auxílio Funeral,359.10,Morte Acidental,24239.47,Diá­ria por Incapacidade,17.96,89775.80
Sra. Aurora Vasconcelos,539.170.682-30,da Paz,AP,2738341329,2025-05-01,470.20,329401.38,Luna Andrade,Ativa,Invalidez Permanente,88988.76,Auxílio Funeral,3559.55,Morte Acidental,240269.65,889887.61
Sr. Diogo Rocha,201.345.786-35,Cunha,GO,3635178123,2023-01-11,343.91,300732.13,Sr. Thiago Araújo,Suspensa,Morte Natural,19685.44,Morte Acidental,24159.40,Diá­ria por Incapacidade,17.90,89479.26
Liam da Rocha,761.853.092-03,Brito do Amparo,GO,1630364492,2025-05-23,552.80,306849.95,Lucas Gabriel Macedo,Cancelada,Doenças Graves,9304.80,Morte Acidental,50245.94,Auxílio Funeral,744.38,186096.07
Bá­rbara da Mata,657.419.802-01,Cavalcanti,GO,10113440,2025-03-19,382.59,312325.58,Ana Júlia Pires,Ativa,Auxílio Funeral,329.83,Invalidez Permanente,8245.64,Morte Natural,18140.40,82456.38
Levi Castro,761.504.329-80,Nascimento,TO,9375704922,2023-02-18,718.06,123302.16,Laura Silva,Ativa,Auxílio Funeral,610.23,Invalidez Permanente,15255.69,Diá­ria por Incapacidade,30.51,152556.89
Otá­vio da Cruz,693.507.824-56,Santos,AP,4509126634,2023-10-24,880.01,287563.54,Yuri Borges,Ativa,Morte Acidental,266706.11,Diá­ria por Incapacidade,197.56,Auxílio Funeral,3951.20,987800.40
Dra. Maria Sophia Correia,324.681.957-28,Souza da Prata,DF,8627751072,2023-09-11,764.24,471701.73,Guilherme Carvalho,Suspensa,Auxílio Funeral,411.06,Diá­ria por Incapacidade,20.55,Morte Natural,22608.29,102764.94
Davi Miguel Jesus,320.978.451-50,da Rocha,DF,334341388,2024-07-09,117.23,67509.12,Dr. Thales Rios,Suspensa,Auxílio Funeral,471.65,Morte Natural,25941.00,Invalidez Permanente,11791.37,117913.65
Sophie Novaes,071.264.938-78,Cavalcanti de Guerra,RO,4311778428,2024-06-05,928.48,58036.60,Ana Beatriz Fernandes,Ativa,Doenças Graves,8148.90,Morte Natural,35855.15,Auxílio Funeral,651.91,162977.96
Isaque Macedo,976.024.813-13,Machado de Leão,PA,4014920934,2025-10-04,814.08,353617.61,Davi Lucas Moreira,Ativa,Morte Acidental,37355.24,Auxílio Funeral,553.41,Doenças Graves,6917.64,138352.73
